,company,job_title,location,salary,summary,est_salary
1898,Salt Recruitment,"MS BI Consultant Sydney, Australia",Sydney NSW,"$120,000 - $135,000 a year",My client has a large portfolio of work in which a handful of Microsoft Business Intelligence specialists would be playing a large role....,80000
1899,Australian Securities Exchange (ASX),Senior Database Administrator,Sydney NSW,0, Experience working with Business Intelligence platforms. With developers and business units on both technical and business levels....,80000
1900,Wavemaker,Wavemaker | Content and Partnerships Associate Manager,Sydney NSW,0,Our scale and diverse range of clients lets us be more adventurous with our business and talent. Our global network agencies and businesses enable our people to...,80000
1901,Hansen Technologies,Data Analyst,Melbourne VIC,0,"A minimum of 2+ years in a similar role - business intelligence, data management and analytics. Improving the data integrity of the business....",80000
1902,Phocas Software,Internal Project Manager,Orange NSW,"$95,000 - $115,000 a year","Bachelors’ Degree in Business, Commerce or Information Technology. Opportunity to be more – for you and the business....",80000
1903,Kelly Services,ETL Test Analyst,Northern Beaches NSW,0,"Strong knowledge of the fundamentals of Data Warehouses, Business Intelligence and Analytics Systems. Immediate - State Government role....",80000
1904,Origin Energy,New Business Manager - Industrial Gases,Brisbane QLD,0,"Build new business in the Brisbane Region. This is your chance to focus on new business sales, winning new business through prospecting, marketing and network...",80000
1905,Betsson Group,BI Developer,Tasmania,0,Has previous experience working in Business Intelligence or Analytics and have produced visualisations that have been used by business stakeholders....,80000
1906,Altis Consulting,Managing Consultant - Data Management,Sydney NSW,0,"Linking and translating business requirements into Data Warehouse, Business Intelligence and Analytics solutions....",80000
1907,Atlis Consulting,Managing Consultant - Data Management,Sydney NSW,0,"Linking and translating business requirements into Data Warehouse, Business Intelligence and Analytics solutions....",80000
1908,Altis Consulting Pty Ltd,Managing Consultant - Data Management,Sydney NSW,0,"Linking and translating business requirements into Data Warehouse, Business Intelligence and Analytics solutions....",80000
1909,PERFORM Group,HR Manager APAC (CL4) (AUS0019),Sydney NSW,0,"Has demonstrable success in influencing business stakeholders at a senior level to adopt appropriate HR strategies that support the business agenda, using a...",80000
1910,Servian,Full Stack Developer (Node/React/Angular),Sydney NSW,0,"Our business is structured across 5 main pillars:. Artificial Intelligence - Natural Language Processing, Computer Vision, Machine Learning....",80000
1911,Tenix Solutions Pty Ltd,Technical Reporting Analyst,Victoria,0,"To support Business Intelligence functions to deliver performance reporting and analysis for the Local Government, On-Street and Back of House operations....",80000
1912,Cubic Corporation,Service Solutions Manager,Sydney NSW,0,"Must have excellent business acumen, analytical, negotiation, and strategy development skills. Develops business case for solutions offerings from the customers...",80000
1913,Reliable Resourcing,Technical Business Analyst,Inner West NSW,0,"Experience working with Business Intelligence, Big Data and Data Analytics solutions (mandatory). They are currently looking to augment their existing team with...",80000
1914,Victorian Government,Manager - Strategy and Governance BUsiness Partnerships (As...,Melbourne City Centre VIC,0,"Pivotal in engaging senior management, aligning resources to business goals and developing capability in policy, compliance, strategy, business intelligence and...",80000
1915,Queensland Government,Information Officer,Brisbane QLD,0,Analyse and interpret issues affecting reporting delivered by the departments business intelligence system. Under supervision work collaboratively with business...,80000
1916,Renewable Energy Systems Ltd.,Contract & Procurement Manager,Australia,0,Exposure to a variety of business sectors. Drive down cost of energy to ensure the sustainability of RES Australia’s business....,80000
1917,Denodo Technologies,Enterprise Data Virtualization Consultant,Sydney NSW,0,"Relational databases, SAP, Siebel, Oracle Financials, Business Intelligence tools, …). Experience in Business software implementation and integration projects...",80000
1918,Cubic Corporation,Senior BI Developer,Silverwater NSW,0,Part of an established Business Intelligence (BI) team this role will be responsible for developing and maintaining all aspects of the Business Intelligence...,80000
1919,St. Michael's Grammar School,Head of House,Saint Kilda VIC,0,"You will possess a positive outlook, exceptional interpersonal skills and high emotional intelligence with a demonstrated ability to build authentic,...",80000
1920,Australian Government Department of Defence,First Assistant Director-General Corporate,Edinburgh SA,0,Experience working within the National Intelligence Community is not required. The position will report directly to the Deputy Director-General Corporate and...,80000
1921,Mintel Group,"Senior Food and Drink Trends Analyst, ANZ",Sydney NSW,0,"This role will also play a key role in the roll out of new business initiatives from Mintel. Experience with or an understanding of new product development,...",80000
1922,Elbit Systems of Australia,CAD Designer Draftsperson,Melbourne VIC,0,"ELSA's main business is Systems Integration for the Australian Defence Force (ADF), with an emerging presence in the law enforcement, intelligence and cyber...",80000
1923,IBM,Conversational Platform Consultant - Sydney,Sydney NSW,0,"Identifying, developing, and supporting business process change. In this new era of Cognitive Business, IBM is helping to reshape industries by bringing...",80000
1924,Estee Lauder,Supply Chain - Inventory Planner and Demand Planner,Sydney NSW,0,"Trends and executing of business reports. Plans, adjust short term horizons based on local market intelligence....",80000
1925,Victorian Government,"Analyst, Strategic Projects and Modelling (VPSG5)",Melbourne City Centre VIC,"$95,275 - $115,276 a year",Strategic Planning is a business unit within the Service Strategy Reform Division. Demonstrated expertise in the use of forecasting techniques to determine the...,80000
1926,Ethos Urban,Principal,Sydney NSW,0,"Track record in supporting business development in a consulting environment, including focus on client service, identification of new business opportunities and...",80000
1927,Denodo,Services Delivery Manager,Sydney NSW,0,"In this position you will work directly with engineers, managers and business users in order to understand business and technical requirements and provide...",80000
1928,TabCorp Holdings,Data Analyst,Melbourne VIC,0,"You will provide campaign & customer intelligence, valuable business insights and trended channel data to enable continuous business tracking and data driven...",80000
1929,Envato,Web Analyst,Melbourne VIC,"$90,000 - $120,000 a year","To shed some light on life as a Web Analyst in the Analytics team at Envato, you will work closely with senior stakeholders, the Analytics Director, Product...",80000
1930,Colliers International,Manager | Application Support & Development,Sydney NSW,0,"Business Intelligence experience. Attend relevant seminars and business briefing sessions, and read material required to keep up to date with appropriate IT...",80000
1931,S&P DOW JONES INDICES,Senior Application Support Analyst,Sydney NSW,0,"Interact with business operations to provide technical support. Effectively interact with global customers, business users and IT staff....",80000
1932,Manpower Services (Hong Kong) Limited,Corporate Banking Head _ foreign bank,Australia,0,Assess strategic growth priorities across the businesses for acceleration. Preference will be for candidates with understanding of business and project...,80000
1933,Gravity Consultants,(Currently No Vacancies) FRONT-END WEB DEVELOPER,Canberra ACT,0,"We are powered by our Innovation Lab, where we challenge established ways of addressing business complexity through business design, service design and product...",80000
1934,Victorian Government,"Manager, NDIS Analytics Team (VPSG6)",Melbourne City Centre VIC,"$116,863 - $156,387 a year","The Manager, NDIS Analytics Team gathers business intelligence to support the implementation of the National Disability Insurance Scheme (NDIS)....",80000
1935,Komatsu,Mechanical Service Engineer - Development,New South Wales,0,Gather intelligence and provide accurate reporting through SalesForce data base on Joy and competitor equipment and business activities to assist the account...,80000
1936,Alcon Labs,Head of Commercial Operations (14 Month Contract),Sydney NSW,0,"Degree in business, commerce, finance or other relevant. O Business and financial analytics and insights. Sales incentive schemes design and implementation and...",80000
1937,Reo Group,Sales Analyst,Sydney NSW,"$80,000 - $90,000 a year",You are a Business degree qualified Analyst that has experience working closely with Sales or Marketing business units to drive profitability....,80000
1938,Peregrine Corporation,Senior Commercial Analyst,South Australia,0,Due to continued growth in our business we have an exciting opportunity for a Senior Commercial Analyst to join the Business Intelligence and Analytics team....,80000
1939,Morgan Consulting,"Business Intelligence & Performance Manager - Global focus,...",Melbourne VIC,0,"Demonstrated experience in market research & business intelligence functions, relating to extracting insights from data, within a corporate environment....",80000
1940,EY,Data Analyst / Data Visualisation - Melbourne,Melbourne VIC,0,"Exposure to business intelligence, data warehousing or advanced analytics projects. Working with some of the best in the industry, you will seize the...",80000
1941,Adelphi Digital,Project Manager/Digital Producer,Canberra ACT,0,Change a business through creative use of technology. Contribute to new business wins and strengthening client relationships?...,80000
1942,Morgan McKinley,Senior Finance Business Analyst,Macquarie Park NSW,"$100,000 - $120,000 a year",You will also have solid business intelligence and analysis capability from a complex commercial environment....,80000
1943,Lighthouse8,Digital Campaign Manager,Manly NSW,0,"We specialise in business intelligence, business technology, digital strategy development and marketing automation....",80000
1944,Michael Page,BI analyst/architect,Sydney NSW,0,Increasing business and customers insights. Responsible for data modeling and business systems integration. Experience in realizing business and customer value...,80000
1945,Microsoft,Sub PMM Manager - Cloud and AI,Sydney NSW,0,Lead subsidiary business reviews. Rhythm of the business (30%). Microsoft Australia is looking for a self-driven individual to manage and lead a team of Product...,80000
1946,EA People,Solution Designer / BPM Technical Lead,Sydney NSW,0,"Datawarehouse and Business Intelligence methodologies, frameworks and technologies. Business Process Management technologies....",80000
1947,Morgan McKinley,Head of Insights,Sydney NSW,"$160,000 - $180,000 a year",Business Intelligence / Advanced Analytics / Data Science / R / Python / SQL / Power BI. Be very commercially minded and have extensive experience business...,80000
1948,Mitch & Partners,Research Director,Sydney NSW,"$130,000 a year",My client is a global marketing communications agency that has a marketing intelligence business sitting at its core....,80000
1949,Progressive Recruitment,Technical Business Analyst,Sydney Central Business District NSW,0,"From data management to risk compliance, from data sourcing and integration to model development and validation automated reporting and business intelligence...",80000
1950,Qlik,"Software Architect, Customer First Team",North Sydney NSW,0,OUR TEAM…Known as “R&D Customer First Team” is comprised of subject matter experts and Software Architects who work on initiatives in Enterprise Business...,80000
1951,Woolworths Group Limited,Visualisation Lead,New South Wales,0,Experience with Business Intelligence tools and understanding of the use cases where different tools are best applied....,80000
1952,Victorian Government,Strategic Coordinator - Loddon Mallee (VPSG5),Melbourne VIC,"$95,275 - $115,276 a year",This position provides regional intelligence to inform SV program design and delivery and to better understand the regional context for delivering SV priorities...,80000
1953,Vision Critical,Senior Customer Success Manager,Sydney NSW,0,Support the team to help retain and grow business. Inspire clients to think strategically about how our platform can support their business needs....,80000
1954,Ansarada,Financial Planning & Analysis Manager,Sydney NSW,0,Implement and work with a Business Intelligence Tool and Dashboard reports with the Data teams. We are where business gets ready....,80000
1955,Symantec,Principal Info Security Analyst,Sydney NSW,0,Collaborate with cross-functional business units to advance security operations goals. The Global Security Office is currently seeking candidates for an...,80000
1956,Queensland Government,Category Officer,Brisbane QLD,0,"Managing QFleet and Queensland Police Service's business systems information ensuring data integrity relating to pricing, vehicle specifications, and quotation...",80000
1957,Michael Page,Finance Business Partner - Global leader,Sydney NSW,"$145,000 - $150,000 a year",Business partnering and development of strong relationships with the Business Executive and other key stakeholders....,80000
1958,"Envistacom, LLC",Frequency Manager,Harman ACT,0,"And coalition partners in the aerospace, defense and intelligence communities. Bachelor's degree in Engineering, Science, Computer Science, Mathematics or...",80000
1959,AMP Limited,Product Manager - Insurance,Sydney NSW,0,"Our individual differences - and collective strength - make for great employee, customer and business outcomes....",80000
1960,Quintiles Transnational,Therapeutic Strategy Director,Australia,0,"In partnership with Sales, Medical, Operations, and other functions, responsible for award of strategic and tactical new business to achieve annual Gross New...",80000
1961,Denodo Technologies,Services Delivery Manager,Sydney NSW,0,"In this position you will work directly with engineers, managers and business users in order to understand business and technical requirements and provide...",80000
1962,GenesisCare,Agile Delivery Manager,Australia,0,The role will report to the Head of IT Innovation & Business Intelligence. The Agile Delivery Manager role is to lead & provide support to our innovative...,80000
1963,AppDynamics,Corporate Account Representative - Sydney,Sydney NSW,0,AppDynamics is the Application Intelligence Company. Mission is to generate net new business & expansion of presence in enterprise accounts and mid market...,80000
1964,Mantel Group,Talent Acquisition Specialist,Melbourne VIC,"$80,000 - $100,000 a year","Mantel Group is a house of brands company with two businesses:. DigIO – a digital services business providing technology consulting, software development and...",80000
1965,Thales Group,Project Controller,Brisbane QLD,0,Demonstrated experience in continuously optimising business performance and processes. We design the critical security solutions of tomorrow by combining the...,80000
1966,Michael Page,BI analyst - SSRS,Sydney NSW,0,2+ years of experience with Business Intelligence design and implementation using Microsoft Business Intelligence stack - SSRS is a must....,80000
1967,ACRWORLD,Senior Research Analyst,Sydney NSW,"$180,000 - $250,000 a year",The Research Analyst is responsible for supporting the Business Development team. Through delivering detailed analysis and advice of new project opportunities...,80000
1968,Fortune Select,MS Power BI Specialists,Sydney NSW,0,10+ years experience on of Microsoft Power BI Strong Data Modelling and Visualisation experience Good understanding of Power BI on Azure Cloud and related...,80000
1969,Fortune Select,Lead Developer – BO/Tableau,Sydney NSW,0,"Exported business object reports to Web Intelligence to be viewed by all users on the Internet. Worked in the development team on the new change requests,...",80000
1970,LiveTiles,Developer,Hobart TAS,0,"Ensure that the developing code base conforms to best practices with regards to coding standards, validation (both on front-end and server-side), placement and...",80000
1971,Tenixsol,Technical Reporting Analyst,Victoria,0,"To support Business Intelligence functions to deliver performance reporting and analysis for the Local Government, On-Street and Back of House operations....",80000
1972,IAG,"Specialist, Risk Information Management - Reporting",Australia,0,"Experience with Data Management or Business Intelligence Applications such as Tableau, Cognos, SQL, SAP. Support Risk Intelligence to work with report owners...",80000
1973,Atlis Consulting,Microsoft BI Senior to Managing Consultant,Sydney NSW,0,"Data Warehousing, Business Intelligence or Data Analytics project experience. Make a difference implementing best practice Data, Business Intelligence and...",80000
1974,Altis Consulting Pty Ltd,Microsoft BI Senior to Managing Consultant,Sydney NSW,0,"Data Warehousing, Business Intelligence or Data Analytics project experience. Make a difference implementing best practice Data, Business Intelligence and...",80000
1975,Altis Consulting,Microsoft BI Senior to Managing Consultant,Sydney NSW,0,"Data Warehousing, Business Intelligence or Data Analytics project experience. Make a difference implementing best practice Data, Business Intelligence and...",80000
1976,Talent International,Data Analyst,Victoria,"$80,000 a year","You will be comfortable working with business stakeholders and understanding data needs for the business. Data Warehouse Architecture, Data Modelling, Data...",80000
1977,Michael Page,Business Analyst,Melbourne VIC,0,Business case development. Opportunity to work on Intelligence Software Project. 6 month contract with view of extension....,80000
1978,Atlassian,Senior JavaScript Developer - Product Fabric,Sydney NSW,0,"The ability to write components in vanilla JavaScript, but the intelligence to leverage existing libraries when it makes sense....",80000
1979,Fresh Gravity,"Consultant/Senior Developer, Microservices & API",Sydney NSW,"$90,000 - $110,000 a year","From Data Management, Data Science & Analytics, to API Management/SOA and Artificial Intelligence. We are on a mission to solve the most complex business...",80000
1980,Link Group,Project Manager,Rhodes NSW,0,"Link Group’s Corporate Markets business is a global Share Registry and Investor Relations business supporting over 1,000 listed companies, including a number of...",80000
1981,Rockwell Automation,"BUSINESS MANAGER, SYSTEMS AND SOLUTIONS",Bayswater WA,0,7+ years of leadership experience in a large industrial systems and solutions delivery business or company....,80000
1982,T+O+M Executive,Cyber Hunting and Research,Sydney NSW,0,"Coordinating with operations and business teams around the globe, you will provide direction, intelligence, and support during active security events....",80000
1983,Adelphi Digital,.NET Developer,Canberra ACT,0,Understanding business issues. Change a business through creative use of technology? Contribute to new business wins and strengthening client relationships....,80000
1984,IBM,Cognitive Architect - Sydney,Sydney NSW,0,"In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Artificial Intelligence,...",80000
1985,Engility,Facilities Project Manager,Australia,0,"Government, we support the Department of Defense, intelligence community, space communities, federal civilian agencies and international customers....",80000
1986,BuildingIQ,Senior Customer Engineer – Operations ,Sydney NSW,0,"Business intelligence (BI) platforms such as Salesforce.com and Jasper Reports. As a result, we are urgently seeking energetic entrepreneurial and technically...",80000
1987,Empired,Senior Consultant (Data Insights),Sydney NSW,0,"Microsoft Data Insights development capability in data management (SQL Server), data integration (SSIS), and business intelligence (SSAS, SSRS, Power BI)....",80000
1988,Apttus,Senior Engagement Manager,Sydney NSW,0,"Familiarity with business process engineering. Solutions include QuotetoCash Intelligence (Analytics), ECommerce, CPQ, CLM and Revenue Management....",80000
1989,Victorian Government,"Project Officer, Jurisdiction Services (VPSG4)",Melbourne City Centre VIC,"$82,574 - $93,689 a year","Business review and improvement; We are seeking someone with demonstrated office management experience, including confident use of information systems to...",80000
1990,PwC,Senior Change Consultant,Sydney NSW,0,"Partner with our business teams to digitize, disrupt and grow our business. Look for business improvements by challenging the way things are done....",80000
1991,Hyper Anna,Senior Product Manager,Pyrmont NSW,0,"Optimising product features to drive customer adoption and business engagement. You’ll be working with teams across the organisation to innovate Anna, our AI...",80000
1992,Hays,Senior Intelligence Analyst,Melbourne City Centre VIC,0,"Produce and quality check Intelligence Assessments. The Senior Intelligence Analyst will provide immediate support and response to emerging issues, and support...",80000
1993,Thales Group,Systems Engineering Manager,Canberra ACT,0,"This role is positioned within our Secure Communications and Information Systems (SIX) business unit which delivers military ICT solutions, secure...",80000
1994,Grant Executive Search,Business Strategy Analyst,Melbourne VIC,0,"Your ongoing challenges will be to conduct research, collating business cases and managing project to ensure the business successfully meets targets....",80000
1995,Blackwoods,Senior BI Consultant,Sydney NSW,0,An exciting opportunity has become available for a highly analytical and innovative Senior Business Intelligence Consultant to join our Blackwoods Business...,80000
1996,Adelphi Digital,Graduate .NET Developer,Canberra ACT,0,"Understanding business issues. We value intelligence, independence, honesty, and an unconventional, politics-free approach to work....",80000
1997,Pollen,Senior UX Designer,Surry Hills NSW,0,Understanding the business and market context for a new product or experience. Pollen is one of the leading digital business and product design agencies in...,80000
1998,AppDynamics,Senior Consultant,Sydney NSW,0,"AppDynamics is the Application Intelligence company. With AppDynamics, enterprises have real-time insights into application performance, user performance and...",80000
1999,SiteMinder,Senior Product Manager,Sydney NSW,0,"Solid, previous experience as a Business Analyst. Work with business stakeholders, developers, business analysts and project managers to define the user...",80000
2000,New Relic,Solutions Architect - Sydney,Sydney NSW,0,"The New Relic Digital Intelligence Platform provides actionable insights to drive digital business results. New Relic is a leading digital intelligence company,...",80000
2001,Bayer AG,Medical Science Liaison,Hawthorn East VIC,0,"Good business acumen. Understanding of business models. Strong interpersonal, strategic, leadership and communication skills and social / emotional intelligence...",80000
2002,Manpower Services (Hong Kong) Limited,(Utilities Industry) Project Manager - Data Analytics,Australia,0,Experience in data warehouse and business intelligence implementation. Develop solution on standard technologies to fulfil business requirements – interrogate...,80000
2003,Thales Group,Senior Bid Manager,Rydalmere NSW,0,"You will have a consultative approach teamed with strong business acumen. SIX delivers military ICT solutions, secure communications, electronic vehicle...",80000
2004,Hortonworks,Sr. Consultant I,Sydney NSW,0,"Along with our 2,100+ partners, Hortonworks provides the expertise, training, and services that allow customers to unlock transformational value for their...",80000
2005,BHP,Principal Project Contracts & Procurement,Queensland,0,Maintain business intelligence of market conditions and external risks and opportunities. Review and respond to potential new vendors with suitable responses to...,80000
2006,Metro Trains Melbourne,Procurement Specialist,Melbourne VIC,0,2-4 years experience in Market Intelligence and procurement process improvement. Post Graduate Qualification in Procurement& Supply Chain or Business Management...,80000
2007,Peoplecorp,HR Manager,Sydney NSW,"$130,000 a year",You will have strong interpersonal skills and high emotional intelligence to deal with all levels of people in the business....,80000
2008,Abbott Laboratories,Commercial Finance Manager,Sydney NSW,0,Business Unit Director and Marketing Support. Preparation of presentations for and participation in Business Reviews....,80000
2009,S&P Global,Associate Director - Index Management,Sydney NSW,0,"Advanced degree in business, math, economics, or finance strongly preferred. We provide essential intelligence that helps investors identify and capitalize on...",80000
2010,Mintel,"Senior Food and Drink Trends Analyst, ANZ",Sydney NSW,0,"This role will also play a key role in the roll out of new business initiatives from Mintel. Experience with or an understanding of new product development,...",80000
2011,ING,Senior Data Engineer,Australia,0,Provide day to day support of the Business Intelligence and Analytics Platform. We are currently looking for a Senior DataEngineer to join our Tech Delivery...,80000
2012,Carlton & United Breweries,Security and Compliance Operations Manager,Victoria,0,IT & Business Process Controls. Previous experience with IT and/or business control implementation. The Security and Compliance Operations Manager will be...,80000
2013,Microsoft,National Security Officer - Public Sector,Canberra ACT,0,"A solid understanding and ability to articulate Microsoft’s business strategy, business model and technological vision with a specific focus on security and...",80000
2014,Servian,Data Analysts,Melbourne VIC,0,Skills in Data Warehousing & Business Intelligence:. You will be comfortable working with business stakeholders and understanding data needs for the business....,80000
2015,Mpire Network,Data Scientist,Perth WA,0,Mpire is looking for a Data Scientist to derive business value using Artificial Intelligence (AI). Developing a solution to meet Mpire’s business objectives...,80000
2016,Sustainability Victoria,Strategic Coordinator - Loddon Mallee,Melbourne VIC,0,This position provides regional intelligence to inform SV program design and delivery and to better understand the regional context for delivering SV priorities...,80000
2017,Quintiles Transnational,Associate Therapeutic Strategy Director,Sydney NSW,0,"In partnership with Sales, Medical, Operations, and other functions, responsible for award of strategic and tactical new business to achieve annual Gross New...",80000
2018,icare NSW,Senior Data Visualisation Analyst Developer,Sydney Central Business District NSW,0,Analysing trends and emerging issues in business intelligence and developing strategies for business improvement....,80000
2019,Hays,Project Manager,Sydney Central Business District NSW,"$1,000 a day",Project Manager to work on Business Intelligence & data analytics related projects. Within your new role you will be managing a number of high profile projects...,80000
2020,BAE Systems Applied Intelligence,Electronics Engineer,Melbourne VIC,0,Provides technical support to business development activities. Diversity and inclusion are integral to the success of BAE Systems Applied Intelligence....,80000
2021,Brand Networks,General Manager & Chief Product Officer,Sydney NSW,0,"Define overall vision and strategy for one of several business units. Own business plan development including P&L, pricing strategies, and product bundling...",80000
2022,Australian Financial Security Authority (AFSA),Applications Developer – Enterprise Data Warehouse,Canberra ACT,"$81,125 - $90,982 a year",Visualisation software) and developing/ coding business intelligence products.  Extensive experience using Microsoft SQL Server Business Intelligence product...,80000
2023,ASIC,"Senior Manager, Licensing",Melbourne VIC,"$139,844 - $166,066 a year","Assessment and Intelligence (A&I) is comprised of four teams – Licensing, Misconduct and Breach Reporting, Small Business Compliance & Deterrence, and the...",80000
2024,LexisNexis,Practice Area Lead (Content Management),Sydney NSW,0,You will also have ownership of critical business case development and drive full competitor analysis by collecting intelligence and promoting awareness to...,80000
2025,Thales Group,Senior Naval Architect,Garden Island NSW,0,"The Thales Australia Maritime business offers ship repair services, maintenance and asset management / in-service support capabilities for commercial and naval...",80000
2026,IBM,Cognitive Developer (UI / Orchestration) - Sydney,Sydney NSW,0,"In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Artificial Intelligence,...",80000
2027,Splunk,Business Development Representative (Demand Generation),Melbourne VIC,0,"Identify business pains, objectives, and related impacts on a prospects organisation. Success in finding and uncovering new opportunities with prospects and...",80000
2028,Michael Page,Project Director,Canberra ACT,"$180,000 - $200,000 a year",Identifying and creating business development opportunities locally. This is a very rare opportunity to take the next step into managing an effective project...,80000
2029,Michael Page,Technical Project Manager,Sydney NSW,$800 - $875 a day,"Project Management experience with at least 3 Data Warehouse and Business Intelligence projects. Leverage project management best practices to plan, execute and...",80000
2030,IBM,"Cognitive Developer (WEX,WA) - Sydney",Sydney NSW,0,"In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Artificial Intelligence,...",80000
2031,University of Newcastle,Reporting and Technical Officer,Newcastle NSW,0,"Support UON Global leadership team with business intelligence, content management and business improvement projects....",80000
2032,Smith & Nephew,Professional Education Country Lead (ANZ),New South Wales,0,Evaluate post-training intelligence and adjust training models accordingly. Provide monthly reports/ insights on effectiveness of training and adoption across...,80000
2033,Michael Page,Business Intelligence Developer,Melbourne VIC,0,"Working closely with the Business Insights team. Accommodating to constantly changing business, technological and legislative environment....",100000
2034,PBI Search,BI Consultant (MSBI),Sydney NSW,"$110,000 - $130,000 a year",Microsoft Certified in Business Intelligence - MCSA / MCSE. The successful MSBI Consultant will use both their design and development skills in the...,100000
2035,Hays,Contact Centre Manager,Sydney Central Business District NSW,"$130,000 a year",Contribute to ongoing development to ensure delivery and business needs are up to date and are appropriately met....,100000
2036,Port of Newcastle,Trade Development Specialist,Newcastle NSW,0,"Above all, we are looking for someone excited by the challenge of growing and diversifying the trade and business development opportunities of a large port....",100000
2037,The Royal Australasian College of Physicians,"Senior Executive Officer, Examinations position description",Sydney NSW,0,"Emotional intelligence Accountability. Team and business unit level. Demonstrated ability to develop, implement and review business processes....",100000
2038,Onset Group Pty Ltd,.NET Developer,Sydney NSW,"$100,000 - $130,000 a year",A well-established Big Data & Machine Learning business is recruiting Full Stack .NET Developers to join its state-of-the-art Sydney office....,100000
2039,Link Group,Senior Project Manager,Rhodes NSW,0,"Link Group’s Corporate Markets business is a global Share Registry and Investor Relations business supporting over 1,000 listed companies, including a number of...",100000
2040,Harlow Group,BDM – Vehicle tracking software,Sydney NSW,"$130,000 a year",You have a strong record of new business sales achievement in a face-to-face B2B setting. This is your opportunity to make your mark on a business and further...,100000
2041,Firesoft Consulting,FPGA - C++ Developer,Sydney Central Business District NSW,"$110,000 - $130,000 a year",DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; FIRESOFT Consulting is a multi-award winning consultancy having...,100000
2042,Colliers International,Associate Director - Rural Valuations,Sydney NSW,0,"Utilising our up to date market intelligence, brand name and global reputation, this is a career-defining opportunity to build your industry profile by leading...",100000
2043,Hortonworks,Associate Consultant,Melbourne VIC,0,"Experience with distributed systems, machine learning or artificial intelligence algorithms. Along with our 2,100+ partners, Hortonworks provides the expertise,...",100000
2044,Robert Half Australia,FA/MA | Professional Services | Sydney CBD,Sydney NSW,"$100,000 a year","They have a great culture full of talented individuals across the business with passion, drive and raw intelligence....",100000
2045,Launch Recruitment,BI Developer - Full Stack,Sydney NSW,"$100,000 - $120,000 a year",Work for a leader across the Asia Pacific region. Work for a company that imports operational data and provides meaningful insights to drive sales and...,100000
2046,Zone IT Solutions,Enterprise Content Management Architect: Perth:Permanent,Perth WA,"$120,000 - $170,000 a year",A good understanding and experience in continuous improvement and business process improvement. 15+ years in-depth experience is required in Enterprise Content...,100000
2047,Microsoft,Product Lead - Azure Developer,Sydney NSW,0,Business Orchestration (20%). Conduct reviews across the business to drive aligned execution with Engineering and Business peers....,100000
2048,Empired,Project Manager / SCRUM Master - Data Insights & Integration,Sydney NSW,0,Empired currently is a member of exclusive Red Carpet programs with Microsoft Corporation in Redmond and is the award winner for Microsoft ‘Excellence in...,100000
2049,Cognizant,Data Modeler / Analyst,Melbourne VIC,0,"Knowledge of DWH and Business Intelligence concepts. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and...",100000
2050,Microsoft,(Part-time or Job Share) Technology Solutions Professional -...,Melbourne VIC,0,"Analytics and Artificial intelligence. You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive...",100000
2051,BAE Systems Applied Intelligence,Cyber Security Consultant,Melbourne VIC,0,About BAE Systems Applied Intelligence:. You'll be an integral part of the business where your individual contribution makes a difference every day....,100000
2052,DX Solutions,Senior Project Manager (BI Focus),Sydney NSW,0,Initiative sponsor and business unit stakeholder relationship management. The Senior Project Manager will sit in the Delivery team of BP&D within the Customer...,100000
2053,NOKIA,"Principal Consultant, Transportation & Public Sector",Sydney NSW,0,Enthusiasm in keeping abreast of technological and market trend as well as competitive intelligence. Nokia is a global leader in the technologies that connect...,100000
2054,Talenza,Threat Hunting Specialist,Sydney NSW,0,Strong experience in the information security environment with threat hunting and threat intelligence components....,100000
2055,EY,"Penetration Testing/Application Security Manager, Advanced S...",Sydney NSW,0,Threat Intelligence experience. Work with business leaders to develop the ASC and execute go-to-market plans....,100000
2056,BAE Systems Applied Intelligence,Senior Project Manager - Government,Canberra ACT,0,"About BAE Systems Applied Intelligence:. Take responsibility for making strategic recommendations to the business sponsor for the cancellation, re-prioritise or...",100000
2057,Morgan McKinley,Power BI Developer,Sydney Central Business District NSW,"$100,000 - $120,000 a year",SQL / Power BI / Tableau / SSRS / Developer / Business Intelligence. Good business acumen. Work with a variety of stakeholders to understand business needs....,100000
2058,Bluefin Resources,MS BI/DW Developer - $120k package + bonus - Sydney,Sydney NSW,"$120,000 a year","Good Business partner experience essential. Capability in converting business needs to solutions. SQL Server, Oracle, SSIS, SSRS, Tableau, Data modelling....",100000
2059,Talenza,Solution Architect,Sydney NSW,"$800 - $1,000 a day","Work with customer technical leads, client executives, and partners to manage and deliver successful Business intelligence and analytics project....",100000
2060,Clemenger Group,Strategy Director,Melbourne VIC,0,Provide and present strategic intelligence for new business pitches to potential clients. Knowledge of agricultural-related businesses and farming practices and...,100000
2061,Michael Page,Business Objects Developer,Perth WA,0,"You will be responsible for developing BI content using SAP BusinessObjects web intelligence, SAP BO Dashboards (Xcelsius) and BI web services....",100000
